QuestionID;Type;Question;Choix;Réponse;Thème;RéférenceCours;MotCléRecherchePDF;Leçon;PagePDF;TexteRecherchePDF
"185";"VraiFaux";"Selon la Leçon 042 — Créer un mot de passe, écrire ses mots de passe sur un papier visible est sécuritaire.";"";"Faux";"Sécurité & Sauvegarde";"Leçon 042 — Créer un mot de passe";"papier visible non sécurisé";"Leçon 042 — Créer un mot de passe";"70";"papier visible non sécurisé"
"186";"QCM";"Comme vu dans la Leçon 039 — Gmail, quels éléments peuvent être ajoutés dans un e-mail pour le rendre plus clair ?";"Objet précis.|Image du chat.|Signature.|Liste numérotée.";"Objet précis.|Signature.|Liste numérotée.";"Internet & Gmail";"Leçon 039 — Gmail";"rendre mail clair";"Leçon 039 — Gmail";"60";"rendre mail clair"
"187";"Compléter";"Selon la Leçon 044 — Macrium Reflect, après une sauvegarde réussie il est conseillé de ________ l’ordinateur.";"";"redémarrer";"Sécurité & Sauvegarde";"Leçon 044 — Macrium Reflect";"redémarrer après sauvegarde";"Leçon 044 — Macrium Reflect";"43";"redémarrer après sauvegarde"
"188";"VraiFaux";"Comme vu dans la Leçon 041 — Proton Pass, partager un mot de passe en clair par e-mail est fortement déconseillé.";"";"Vrai";"Sécurité & Sauvegarde";"Leçon 041 — Proton Pass";"mot passe en clair interdit";"Leçon 041 — Proton Pass";"64";"mot passe en clair interdit"
"189";"QCM";"Selon la Leçon 043 — Réseaux sociaux, quelles informations peuvent permettre de vous retrouver physiquement ?";"École fréquentée.|Habitudes quotidiennes.|Adresse.|Pseudo.";"École fréquentée.|Habitudes quotidiennes.|Adresse.";"Sécurité & Sauvegarde";"Leçon 043 — Réseaux sociaux";"retrouver physiquement risque";"Leçon 043 — Réseaux sociaux";"71";"retrouver physiquement risque"
"190";"Compléter";"Comme rappelé dans la Leçon 040 — Keep, Keep sert à enregistrer des notes mais aussi des ________ de choses à faire.";"";"listes";"IA & Outils modernes";"Leçon 040 — Keep";"Keep listes choses à faire";"Leçon 040 — Keep";"61";"Keep listes choses à faire"
"191";"VraiFaux";"Selon la Leçon 020-021 — Recherche Windows, rechercher par extension (.pdf, .jpg) peut faire gagner du temps.";"";"Vrai";"Windows 11 & Fichiers";"Leçon 020-021 — Recherche Windows";"recherche extension rapide";"Leçon 020-021 — Recherche Windows";"28";"recherche extension rapide"
"192";"QCM";"Comme vu dans la Leçon 035 — Google Drive & Docs, pourquoi privilégier le partage via Drive plutôt que l’envoi d’un fichier ?";"Moins de virus.|Fichier unique.|Version toujours à jour.|Téléchargement obligatoire.";"Moins de virus.|Fichier unique.|Version toujours à jour.";"Logiciels & Bureautique";"Leçon 035 — Google Drive & Docs";"partage Drive avantages 2";"Leçon 035 — Google Drive & Docs";"77";"partage Drive avantages 2"
"193";"Compléter";"Selon la Leçon 025 — Logiciels portables, le lanceur principal des applications s’appelle ________.exe.";"";"Start";"Logiciels & Bureautique";"Leçon 025 — Logiciels portables";"Start.exe";"Leçon 025 — Logiciels portables";"32";"Start.exe"
"194";"VraiFaux";"Comme vu dans la Leçon 042 — Créer un mot de passe, un mot de passe long mais simple reste facile à deviner.";"";"Vrai";"Sécurité & Sauvegarde";"Leçon 042 — Créer un mot de passe";"long mais simple peu sécurisé";"Leçon 042 — Créer un mot de passe";"70";"long mais simple peu sécurisé"
"195";"QCM";"Selon la Leçon 043 — Réseaux sociaux, que doit-on éviter pour limiter l’usurpation d’identité ?";"Publier sa date de naissance.|Partager ses documents officiels.|Donner son numéro.|Poster son repas.";"Publier sa date de naissance.|Partager ses documents officiels.|Donner son numéro.";"Sécurité & Sauvegarde";"Leçon 043 — Réseaux sociaux";"éviter usurpation identité";"Leçon 043 — Réseaux sociaux";"71";"éviter usurpation identité"
"196";"Compléter";"Comme vu dans la Leçon 039 — Gmail, il faut vérifier que l’on est connecté au bon ______ avant d’envoyer un message.";"";"compte";"Internet & Gmail";"Leçon 039 — Gmail";"vérifier compte Gmail";"Leçon 039 — Gmail";"59";"vérifier compte Gmail"
"197";"VraiFaux";"Selon la Leçon 044 — Macrium Reflect, une sauvegarde permet de retrouver le PC dans l’état où il était lors de la sauvegarde.";"";"Vrai";"Sécurité & Sauvegarde";"Leçon 044 — Macrium Reflect";"état sauvegarde Macrium";"Leçon 044 — Macrium Reflect";"72";"état sauvegarde Macrium"
"198";"QCM";"Comme vu dans la Leçon 041 — Proton Pass, quelles fonctionnalités améliorent la sécurité des comptes ?";"Chiffrement.|Mot de passe unique.|Notes sécurisées.|Sauvegarde écran.";"Chiffrement.|Mot de passe unique.|Notes sécurisées.";"Sécurité & Sauvegarde";"Leçon 041 — Proton Pass";"fonction sécurité Proton Pass";"Leçon 041 — Proton Pass";"63";"fonction sécurité Proton Pass"
"199";"Compléter";"Selon la Leçon 043 — Réseaux sociaux, il est conseillé de garder sa vie ______ hors des réseaux.";"";"privée";"Sécurité & Sauvegarde";"Leçon 043 — Réseaux sociaux";"vie privée réseaux";"Leçon 043 — Réseaux sociaux";"71";"vie privée réseaux"
"200";"VraiFaux";"Comme vu dans la Leçon 042 — Créer un mot de passe, un gestionnaire de mots de passe réduit le risque d’oubli et d’intrusion.";"";"Vrai";"Sécurité & Sauvegarde";"Leçon 042 — Créer un mot de passe";"gestionnaire réduit risques";"Leçon 042 — Créer un mot de passe";"70";"gestionnaire réduit risques"
